Token	Language	Anglicism
por	Spn	no
terminado	Spn	no
el	Spn	no
partido	Spn	no
y	Spn	no
decretó	Spn	no
el	Spn	no
triunfo	Spn	no
de	Spn	no
Independiente	Spn	no
ante	Spn	no
Vélez	Spn	no
,	PUNCT	no
en	Spn	no
Liniers	Spn	no
.	PUNCT	no
Así	Spn	no
,	PUNCT	no
lo	Spn	no
vivió	Spn	no
Américo	Spn	no
Gallego	Spn	no
,	PUNCT	no
el	Spn	no
DT	Spn	no
de	Spn	no
los	Spn	no
Rojos	Spn	no
,	PUNCT	no
que	Spn	no
cortaron	Spn	no
una	Spn	no
racha	Spn	no
de	Spn	no
9	NUM	no
partidos	Spn	no
sin	Spn	no
victorias	Spn	no
.	PUNCT	no
Es	Spn	no
cierto	Spn	no
que	Spn	no
aún	Spn	no
están	Spn	no
en	Spn	no
zona	Spn	no
descenso	Spn	no
,	PUNCT	no
pero	Spn	no
es	Spn	no
muy	Spn	no
poco	Spn	no
lo	Spn	no
que	Spn	no
separa	Spn	no
al	Spn	no
equipo	Spn	no
de	Spn	no
Avellaneda	Spn	no
de	Spn	no
San	Spn	no
Martín	Spn	no
de	Spn	no
San	Spn	no
Juan	Spn	no
.	PUNCT	no
'	PUNCT	no
Nos	Spn	no
tocaron	Spn	no
rivales	Spn	no
muy	Spn	no
difíciles	Spn	no
en	Spn	no
el	Spn	no
inicio	Spn	no
,	PUNCT	no
es	Spn	no
complicada	Spn	no
la	Spn	no
situación	Spn	no
,	PUNCT	no
pero	Spn	no
estoy	Spn	no
a	Spn	no
muerte	Spn	no
con	Spn	no
los	Spn	no
jugadores	Spn	no
'	PUNCT	no
,	PUNCT	no
dijo	Spn	no
Gallego	Spn	no
,	PUNCT	no
entre	Spn	no
lágrimas	Spn	no
,	PUNCT	no
una	Spn	no
vez	Spn	no
finalizado	Spn	no
el	Spn	no
partido	Spn	no
.	PUNCT	no
'	PUNCT	no
Hoy	Spn	no
tuvimos	Spn	no
que	Spn	no
aguantar	Spn	no
más	Spn	no
que	Spn	no
jugar	Spn	no
.	PUNCT	no
Pero	Spn	no
lo	Spn	no
hicimos	Spn	no
bien	Spn	no
y	Spn	no
ante	Spn	no
un	Spn	no
rival	Spn	no
durísimo	Spn	no
'	PUNCT	no
,	PUNCT	no
agregó	Spn	no
.	PUNCT	no
Gallego	Spn	no
,	PUNCT	no
por	Spn	no
último	Spn	no
,	PUNCT	no
reiteró	Spn	no
que	Spn	no
para	Spn	no
que	Spn	no
Independiente	Spn	no
mantenga	Spn	no
la	Spn	no
categoría	Spn	no
'	PUNCT	no
tiene	Spn	no
que	Spn	no
ganar	Spn	no
y	Spn	no
pelear	Spn	no
arriba	Spn	no
'	PUNCT	no
.	PUNCT	no
Y	Spn	no
Cerró	Spn	no
:	PUNCT	no
'	PUNCT	no
Ahora	Spn	no
,	PUNCT	no
a	Spn	no
esperar	Spn	no
el	Spn	no
clásico	Spn	no
contra	Spn	no
Racing	Eng-NE	no
.	PUNCT	no
Tenemos	Spn	no
buen	Spn	no
equipo	Spn	no
'	PUNCT	no
.	PUNCT	no
Partido	Spn	no
de	Spn	no
necesitados	Spn	no
.	PUNCT	no
El	Spn	no
Bicho	Spn	no
,	PUNCT	no
que	Spn	no
hace	Spn	no
cinco	Spn	no
partidos	Spn	no
que	Spn	no
no	Spn	no
gana	Spn	no
,	PUNCT	no
intentará	Spn	no
sumar	Spn	no
de	Spn	no
a	Spn	no
tres	Spn	no
cuando	Spn	no
reciba	Spn	no
a	Spn	no
los	Spn	no
sanjuaninos	Spn	no
,	PUNCT	no
todavía	Spn	no
preocupados	Spn	no
por	Spn	no
su	Spn	no
promedio	Spn	no
para	Spn	no
el	Spn	no
descenso	Spn	no
.	PUNCT	no
Arranca	Spn	no
a	Spn	no
las	Spn	no
16	NUM	no
:	PUNCT	no
10	NUM	no
con	Spn	no
transmisión	Spn	no
de	Spn	no
la	Spn	no
TV	Spn	no
Pública	Spn	no
.	PUNCT	no
El	Spn	no
cotejo	Spn	no
se	Spn	no
jugará	Spn	no
en	Spn	no
el	Spn	no
estadio	Spn	no
Diego	Spn	no
Armando	Spn	no
Maradona	Spn	no
,	PUNCT	no
del	Spn	no
barrio	Spn	no
porteño	Spn	no
de	Spn	no
La	Spn	no
Paternal	Spn	no
,	PUNCT	no
con	Spn	no
el	Spn	no
arbitraje	Spn	no
de	Spn	no
Silvio	Spn	no
Trucco	Spn	no
y	Spn	no
será	Spn	no
televisado	Spn	no
por	Spn	no
la	Spn	no
TV	Spn	no
Pública	Spn	no
.	PUNCT	no
En	Spn	no
Argentinos	Spn	no
,	PUNCT	no
que	Spn	no
tiene	Spn	no
13	NUM	no
unidades	Spn	no
y	Spn	no
no	Spn	no
gana	Spn	no
desde	Spn	no
la	Spn	no
séptima	Spn	no
fecha	Spn	no
cuando	Spn	no
superó	Spn	no
a	Spn	no
All	Eng-NE	no
Boys	Eng-NE	no
(	PUNCT	no
1	NUM	no
-	PUNCT	no
0	NUM	no
)	PUNCT	no
de	Spn	no
local	Spn	no
,	PUNCT	no
no	Spn	no
jugará	Spn	no
el	Spn	no
defensor	Spn	no
Miguel	Spn	no
Torrén	Spn	no
,	PUNCT	no
quien	Spn	no
sufrió	Spn	no
una	Spn	no
contractura	Spn	no
en	Spn	no
el	Spn	no
isquiotibial	Spn	no
derecho	Spn	no
y	Spn	no
en	Spn	no
su	Spn	no
lugar	Spn	no
se	Spn	no
perfila	Spn	no
Pablo	Spn	no
Bárzola	Spn	no
.	PUNCT	no
Otro	Spn	no
cambio	Spn	no
respecto	Spn	no
del	Spn	no
equipo	Spn	no
titular	Spn	no
que	Spn	no
la	Spn	no
fecha	Spn	no
pasada	Spn	no
perdió	Spn	no
con	Spn	no
Lanús	Spn	no
(	PUNCT	no
1	NUM	no
-	PUNCT	no
0	NUM	no
)	PUNCT	no
será	Spn	no
el	Spn	no
regreso	Spn	no
del	Spn	no
defensor	Spn	no
Diego	Spn	no
Placente	Spn	no
,	PUNCT	no
recuperado	Spn	no
de	Spn	no
una	Spn	no
fractura	Spn	no
de	Spn	no
tabique	Spn	no
nasal	Spn	no
,	PUNCT	no
en	Spn	no
lugar	Spn	no
de	Spn	no
Nicolás	Spn	no
Batista	Spn	no
.	PUNCT	no
Asimismo	Spn	no
,	PUNCT	no
el	Spn	no
DT	Spn	no
Astrada	Spn	no
decidió	Spn	no
que	Spn	no
en	Spn	no
reemplazo	Spn	no
del	Spn	no
volante	Spn	no
Gaspar	Spn	no
Iñíguez	Spn	no
(	PUNCT	no
con	Spn	no
un	Spn	no
desgarro	Spn	no
en	Spn	no
el	Spn	no
cuádriceps	Spn	no
de	Spn	no
la	Spn	no
pierna	Spn	no
derecha	Spn	no
)	PUNCT	no
ingrese	Spn	no
el	Spn	no
delantero	Spn	no
Leandro	Spn	no
Barrera	Spn	no
,	PUNCT	no
con	Spn	no
lo	Spn	no
cual	Spn	no
el	Spn	no
equipo	Spn	no
jugará	Spn	no
con	Spn	no
un	Spn	no
sistema	Spn	no
ofensivo	Spn	no
de	Spn	no
4	NUM	no
.	PUNCT	no
Por	Spn	no
su	Spn	no
parte	Spn	no
,	PUNCT	no
San	Spn	no
Martín	Spn	no
también	Spn	no
tiene	Spn	no
13	NUM	no
puntos	Spn	no
y	Spn	no
está	Spn	no
fuera	Spn	no
de	Spn	no
la	Spn	no
zona	Spn	no
descenso	Spn	no
,	PUNCT	no
con	Spn	no
1	NUM	no
,	PUNCT	no
220	NUM	no
,	PUNCT	no
sólo	Spn	no
un	Spn	no
escalón	Spn	no
por	Spn	no
encima	Spn	no
de	Spn	no
Independiente	Spn	no
(	PUNCT	no
1	NUM	no
,	PUNCT	no
183	NUM	no
)	PUNCT	no
,	PUNCT	no
San	Spn	no
Lorenzo	Spn	no
(	PUNCT	no
1	NUM	no
,	PUNCT	no
170	NUM	no
)	PUNCT	no
y	Spn	no
Unión	Spn	no
(	PUNCT	no
1	NUM	no
,	PUNCT	no
060	NUM	no
)	PUNCT	no
,	PUNCT	no
perdió	Spn	no
con	Spn	no
Atlético	Spn	no
de	Spn	no
Rafaela	Spn	no
por	Spn	no
2	NUM	no
-	PUNCT	no
1	NUM	no
,	PUNCT	no
de	Spn	no
local	Spn	no
,	PUNCT	no
en	Spn	no
la	Spn	no
fecha	Spn	no
pasada	Spn	no
.	PUNCT	no
El	Spn	no
DT	Spn	no
de	Spn	no
los	Spn	no
sanjuaninos	Spn	no
,	PUNCT	no
Gabriel	Spn	no
Perrone	Spn	no
,	PUNCT	no
dispondrá	Spn	no
el	Spn	no
mismo	Spn	no
equipo	Spn	no
que	Spn	no
perdió	Spn	no
con	Spn	no
Atlético	Spn	no
Rafaela	Spn	no
,	PUNCT	no
de	Spn	no
local	Spn	no
,	PUNCT	no
por	Spn	no
2	NUM	no
a	Spn	no
1	NUM	no
,	PUNCT	no
de	Spn	no
local	Spn	no
,	PUNCT	no
en	Spn	no
la	Spn	no
fecha	Spn	no
pasada	Spn	no
.	PUNCT	no
En	Spn	no
el	Spn	no
corto	Spn	no
historial	Spn	no
entre	Spn	no
ambos	Spn	no
de	Spn	no
seis	Spn	no
partidos	Spn	no
,	PUNCT	no
Argentinos	Spn	no
no	Spn	no
pudo	Spn	no
hasta	Spn	no
ahora	Spn	no
ganar	Spn	no
ya	Spn	no
que	Spn	no
se	Spn	no
registraron	Spn	no
dos	Spn	no
triunfos	Spn	no
de	Spn	no
los	Spn	no
sanjuaninos	Spn	no
y	Spn	no
cuatro	Spn	no
empates	Spn	no
.	PUNCT	no
Probables	Spn	no
formaciones	Spn	no
Argentinos	Spn	no
:	PUNCT	no
Luis	Spn	no
Ojeda	Spn	no
;	PUNCT	no
Pablo	Spn	no
Bárzola	Spn	no
,	PUNCT	no
Ariel	Spn	no
Garcé	Spn	no
,	PUNCT	no
Juan	Spn	no
Sabia	Spn	no
y	Spn	no
Diego	Spn	no
Placente	Spn	no
;	PUNCT	no
Alejandro	Spn	no
Capurro	Spn	no
y	Spn	no
Matías	Spn	no
Laba	Spn	no
;	PUNCT	no
Pablo	Spn	no
Hernández	Spn	no
;	PUNCT	no
Matías	Spn	no
Figueroa	Spn	no
,	PUNCT	no
Juan	Spn	no
Anangonó	Spn	no
y	Spn	no
Leandro	Spn	no
Barrera	Spn	no
.	PUNCT	no
DT	Spn	no
:	PUNCT	no
Leonardo	Spn	no
Astrada	Spn	no
.	PUNCT	no
San	Spn	no
Martín	Spn	no
de	Spn	no
San	Spn	no
Juan	Spn	no
:	PUNCT	no
Luis	Spn	no
Ardente	Spn	no
;	PUNCT	no
Francisco	Spn	no
Mattia	Spn	no
,	PUNCT	no
Cristian	Spn	no
Grabinski	Spn	no
y	Spn	no
Lucas	Spn	no
Landa	Spn	no
;	PUNCT	no
Mauro	Spn	no
Bogado	Spn	no
,	PUNCT	no
Reinaldo	Spn	no
Alderete	Spn	no
,	PUNCT	no
Maximiliano	Spn	no
Bustos	Spn	no
y	Spn	no
Emanuel	Spn	no
Más	Spn	no
;	PUNCT	no
Jorge	Spn	no
Luna	Spn	no
;	PUNCT	no
Gastón	Spn	no
Caprari	Spn	no
y	Spn	no
Humberto	Spn	no
Osorio	Spn	no
Botello	Spn	no
.	PUNCT	no
DT	Spn	no
:	PUNCT	no
Gabriel	Spn	no
Perrone	Spn	no
.	PUNCT	no
Estadio	Spn	no
:	PUNCT	no
Diego	Spn	no
Armando	Spn	no
Maradona	Spn	no
.	PUNCT	no
Arbitro	Spn	no
:	PUNCT	no
Silvio	Spn	no
Trucco	Spn	no
.	PUNCT	no
Hora	Spn	no
de	Spn	no
inicio	Spn	no
:	PUNCT	no
16	NUM	no
.	PUNCT	no
10	NUM	no
.	PUNCT	no
Televisa	Spn	no
:	PUNCT	no
TV	Spn	no
Pública	Spn	no
.	PUNCT	no
TÃ	X	no
©	X	no
lam	X	no
Vista	Spn	no
del	Spn	no
Parque	Spn	no
de	Spn	no
Finca	Spn	no
La	Spn	no
Anita	Spn	no
desde	Spn	no
donde	Spn	no
degustábamos	Spn	no
Por	Spn	no
Alejandro	Spn	no
Maglioneamaglione	X	no
@	PUNCT	no
lanacion	X	no
.	PUNCT	no
com	X	no
.	PUNCT	no
ar	X	no
@	PUNCT	no
crisvalsfcoEl	X	no
problema	Spn	no
Como	Spn	no
podrá	Spn	no
ver	Spn	no
a	Spn	no
continuación	Spn	no
,	PUNCT	no
estuve	Spn	no
probando	Spn	no
bastantes	Spn	no
vinos	Spn	no
en	Spn	no
Mendoza	Spn	no
.	PUNCT	no
Al	Spn	no
comentar	Spn	no
esta	Spn	no
sufrida	Spn	no
actividad	Spn	no
,	PUNCT	no
la	Spn	no
pregunta	Spn	no
viene	Spn	no
de	Spn	no
cajón	Spn	no
:	PUNCT	no
'	PUNCT	no
¿	PUNCT	no
cuál	Spn	no
te	Spn	no
gustó	Spn	no
más	Spn	no
?	PUNCT	no
'	PUNCT	no
Y	Spn	no
la	Spn	no
respuesta	Spn	no
,	PUNCT	no
en	Spn	no
mi	Spn	no
opinión	Spn	no
al	Spn	no
menos	Spn	no
,	PUNCT	no
también	Spn	no
es	Spn	no
de	Spn	no
cajón	Spn	no
:	PUNCT	no
todos	Spn	no
,	PUNCT	no
unos	Spn	no
más	Spn	no
,	PUNCT	no
otros	Spn	no
menos	Spn	no
,	PUNCT	no
pero	Spn	no
me	Spn	no
gustaron	Spn	no
todos	Spn	no
.	PUNCT	no
Porque	Spn	no
la	Spn	no
realidad	Spn	no
es	Spn	no
que	Spn	no
en	Spn	no
Mendoza	Spn	no
hoy	Spn	no
se	Spn	no
producen	Spn	no
vinos	Spn	no
excelentes	Spn	no
en	Spn	no
una	Spn	no
cantidad	Spn	no
y	Spn	no
variedad	Spn	no
llamativa	Spn	no
.	PUNCT	no
Con	Spn	no
una	Spn	no
tendencia	Spn	no
a	Spn	no
ir	Spn	no
privilegiando	Spn	no
los	Spn	no
terruños	Spn	no
,	PUNCT	no
olvidándose	Spn	no
de	Spn	no
la	Spn	no
estandarización	Spn	no
que	Spn	no
impuso	Spn	no
el	Spn	no
amigo	Spn	no
Robert	Eng-NE	no
Parker	Eng-NE	no
durante	Spn	no
años	Spn	no
,	PUNCT	no
revalorizando	Spn	no
los	Spn	no
cortes	Spn	no
y	Spn	no
desconcentrándose	Spn	no
de	Spn	no
los	Spn	no
varietales	Spn	no
.	PUNCT	no
Recordemos	Spn	no
,	PUNCT	no
para	Spn	no
los	Spn	no
que	Spn	no
no	Spn	no
están	Spn	no
en	Spn	no
la	Spn	no
cosa	Spn	no
,	PUNCT	no
que	Spn	no
Parker	Spn	no
inventó	Spn	no
la	Spn	no
escala	Spn	no
de	Spn	no
100	NUM	no
puntos	Spn	no
para	Spn	no
calificar	Spn	no
los	Spn	no
vinos	Spn	no
,	PUNCT	no
que	Spn	no
estableció	Spn	no
que	Spn	no
de	Spn	no
90	NUM	no
puntos	Spn	no
inclusive	Spn	no
a	Spn	no
100	NUM	no
se	Spn	no
estaba	Spn	no
en	Spn	no
el	Spn	no
cielo	Spn	no
,	PUNCT	no
y	Spn	no
de	Spn	no
allí	Spn	no
para	Spn	no
abajo	Spn	no
se	Spn	no
pasaba	Spn	no
del	Spn	no
limbo	Spn	no
al	Spn	no
infierno	Spn	no
sin	Spn	no
solución	Spn	no
de	Spn	no
continuidad	Spn	no
.	PUNCT	no
Y	Spn	no
al	Spn	no
decir	Spn	no
de	Spn	no
los	Spn	no
expertos	Spn	no
,	PUNCT	no
los	Spn	no
vinos	Spn	no
de	Spn	no
90	NUM	no
para	Spn	no
arriba	Spn	no
no	Spn	no
bastaba	Spn	no
que	Spn	no
fueran	Spn	no
perfectos	Spn	no
,	PUNCT	no
impecables	Spn	no
y	Spn	no
todo	Spn	no
lo	Spn	no
demás	Spn	no
,	PUNCT	no
don	Spn	no
Robert	Spn	no
premiaba	Spn	no
y	Spn	no
premia	Spn	no
a	Spn	no
los	Spn	no
que	Spn	no
le	Spn	no
gustan	Spn	no
a	Spn	no
él	Spn	no
.	PUNCT	no
Conclusión	Spn	no
,	PUNCT	no
terminamos	Spn	no
por	Spn	no
tener	Spn	no
vinos	Spn	no
con	Spn	no
características	Spn	no
parecidas	Spn	no
ya	Spn	no
fueran	Spn	no
producidos	Spn	no
en	Spn	no
Australia	Spn	no
,	PUNCT	no
Nueva	Spn	no
Zelanda	Spn	no
,	PUNCT	no
Sudáfrica	Spn	no
o	Spn	no
Argentina	Spn	no
.	PUNCT	no
Lo	Spn	no
concreto	Spn	no
es	Spn	no
que	Spn	no
hoy	Spn	no
,	PUNCT	no
en	Spn	no
nuestro	Spn	no
país	Spn	no
,	PUNCT	no
y	Spn	no
en	Spn	no
Mendoza	Spn	no
en	Spn	no
especial	Spn	no
,	PUNCT	no
es	Spn	no
dificilísimo	Spn	no
poder	Spn	no
establecer	Spn	no
que	Spn	no
vino	Spn	no
a	Spn	no
uno	Spn	no
le	Spn	no
gusta	Spn	no
más	Spn	no
.	PUNCT	no
Todos	Spn	no
están	Spn	no
tan	Spn	no
bien	Spn	no
hechos	Spn	no
,	PUNCT	no
con	Spn	no
la	Spn	no
actuación	Spn	no
de	Spn	no
enólogos	Spn	no
de	Spn	no
varias	Spn	no
generaciones	Spn	no
que	Spn	no
ponen	Spn	no
la	Spn	no
impronta	Spn	no
personal	Spn	no
en	Spn	no
el	Spn	no
producto	Spn	no
que	Spn	no
elaboran	Spn	no
,	PUNCT	no
con	Spn	no
conocimiento	Spn	no
y	Spn	no
audacia	Spn	no
al	Spn	no
mismo	Spn	no
tiempo	Spn	no
.	PUNCT	no
Arriesgan	Spn	no
a	Spn	no
innovar	Spn	no
,	PUNCT	no
pero	Spn	no
con	Spn	no
solvencia	Spn	no
,	PUNCT	no
teniendo	Spn	no
en	Spn	no
claro	Spn	no
porqué	Spn	no
hacen	Spn	no
lo	Spn	no
que	Spn	no
hacen	Spn	no
.	PUNCT	no
Y	Spn	no
me	Spn	no
encantó	Spn	no
todo	Spn	no
:	PUNCT	no
los	Spn	no
productos	Spn	no
resultantes	Spn	no
y	Spn	no
la	Spn	no
actitud	Spn	no
.	PUNCT	no
Sobre	Spn	no
todo	Spn	no
,	PUNCT	no
que	Spn	no
los	Spn	no
jóvenes	Spn	no
hacen	Spn	no
la	Spn	no
suya	Spn	no
sin	Spn	no
ocurrírseles	Spn	no
criticar	Spn	no
a	Spn	no
sus	Spn	no
mayores	Spn	no
.	PUNCT	no
Sobre	Spn	no
todo	Spn	no
,	PUNCT	no
porque	Spn	no
los	Spn	no
mayores	Spn	no
,	PUNCT	no
en	Spn	no
general	Spn	no
,	PUNCT	no
también	Spn	no
se	Spn	no
están	Spn	no
permitiendo	Spn	no
innovar	Spn	no
,	PUNCT	no
sin	Spn	no
aferrarse	Spn	no
al	Spn	no
'	PUNCT	no
siempre	Spn	no
lo	Spn	no
hice	Spn	no
así	Spn	no
,	PUNCT	no
¿	PUNCT	no
porqué	Spn	no
debería	Spn	no
cambiar	Spn	no
?	PUNCT	no
'	PUNCT	no
.	PUNCT	no
Cambian	Spn	no
,	PUNCT	no
y	Spn	no
a	Spn	no
veces	Spn	no
con	Spn	no
más	Spn	no
audacia	Spn	no
que	Spn	no
los	Spn	no
jóvenes	Spn	no
.	PUNCT	no
Vamos	Spn	no
viendo	Spn	no
la	Spn	no
secuencia	Spn	no
como	Spn	no
se	Spn	no
fue	Spn	no
dando	Spn	no
cronológicamente	Spn	no
.	PUNCT	no
Soledad	Spn	no
Vargas	Spn	no
y	Spn	no
Manuel	Spn	no
Mas	Spn	no
Finca	Spn	no
La	Spn	no
Anita	Spn	no
Allí	Spn	no
tuve	Spn	no
como	Spn	no
anfitriona	Spn	no
a	Spn	no
Soledad	Spn	no
Vargas	Spn	no
(	PUNCT	no
a	Spn	no
)	PUNCT	no
La	Spn	no
Sole	Spn	no
.	PUNCT	no
Ingeniera	Spn	no
agrónoma	Spn	no
y	Spn	no
enóloga	Spn	no
,	PUNCT	no
lleva	Spn	no
3	NUM	no
años	Spn	no
trabajando	Spn	no
en	Spn	no
la	Spn	no
bodega	Spn	no
.	PUNCT	no
Su	Spn	no
objetivo	Spn	no
profesional	Spn	no
es	Spn	no
la	Spn	no
diferenciación	Spn	no
.	PUNCT	no
Cuenta	Spn	no
con	Spn	no
el	Spn	no
asesoramiento	Spn	no
de	Spn	no
excelentes	Spn	no
profesionales	Spn	no
,	PUNCT	no
pero	Spn	no
ella	Spn	no
,	PUNCT	no
mostrando	Spn	no
las	Spn	no
uñas	Spn	no
dice	Spn	no
:	PUNCT	no
'	PUNCT	no
a	Spn	no
mí	Spn	no
me	Spn	no
proponen	Spn	no
y	Spn	no
yo	Spn	no
tomo	Spn	no
la	Spn	no
decisión	Spn	no
final	Spn	no
sobre	Spn	no
qué	Spn	no
rumbo	Spn	no
tomar	Spn	no
'	PUNCT	no
.	PUNCT	no
Así	Spn	no
comenzamos	Spn	no
por	Spn	no
un	Spn	no
Chardonnay	Spn	no
2011	NUM	no
,	PUNCT	no
un	Spn	no
vino	Spn	no
que	Spn	no
se	Spn	no
presenta	Spn	no
suave	Spn	no
al	Spn	no
paladar	Spn	no
,	PUNCT	no
hasta	Spn	no
diría	Spn	no
mantecoso	Spn	no
.	PUNCT	no
Un	Spn	no
Malbec	Spn	no
2011	NUM	no
que	Spn	no
todavía	Spn	no
está	Spn	no
en	Spn	no
barricas	Spn	no
,	PUNCT	no
porque	Spn	no
han	Spn	no
pasado	Spn	no
de	Spn	no
tenerlo	Spn	no
15	NUM	no
meses	Spn	no
a	Spn	no
18	NUM	no
.	PUNCT	no
Realmente	Spn	no
una	Spn	no
promesa	Spn	no
que	Spn	no
vale	Spn	no
la	Spn	no
pena	Spn	no
esperar	Spn	no
.	PUNCT	no
El	Spn	no
Syrah	Spn	no
2011	NUM	no
muestra	Spn	no
a	Spn	no
quien	Spn	no
sepa	Spn	no
apreciarlo	Spn	no
lo	Spn	no
que	Spn	no
se	Spn	no
obtiene	Spn	no
de	Spn	no
un	Spn	no
espaldar	Spn	no
de	Spn	no
50	NUM	no
años	Spn	no
de	Spn	no
antigüedad	Spn	no
.	PUNCT	no
A	Spn	no
veces	Spn	no
hay	Spn	no
que	Spn	no
probar	Spn	no
con	Spn	no
el	Spn	no
paladar	Spn	no
experto	Spn	no
y	Spn	no
atreverse	Spn	no
a	Spn	no
vinos	Spn	no
que	Spn	no
les	Spn	no
falta	Spn	no
un	Spn	no
tiempo	Spn	no
en	Spn	no
botella	Spn	no
.	PUNCT	no
Fue	Spn	no
lo	Spn	no
que	Spn	no
me	Spn	no
pasó	Spn	no
con	Spn	no
el	Spn	no
Cabernet	Spn	no
Sauvignon	Spn	no
2012	NUM	no
,	PUNCT	no
un	Spn	no
vino	Spn	no
muy	Spn	no
vegetal	Spn	no
que	Spn	no
es	Spn	no
toda	Spn	no
una	Spn	no
promesa	Spn	no
.	PUNCT	no
De	Spn	no
pronto	Spn	no
,	PUNCT	no
la	Spn	no
Sole	Spn	no
se	Spn	no
mira	Spn	no
con	Spn	no
Manuel	Spn	no
Mas	Spn	no
y	Spn	no
el	Spn	no
salón	Spn	no
se	Spn	no
sume	Spn	no
en	Spn	no
un	Spn	no
aire	Spn	no
misterioso	Spn	no
.	PUNCT	no
Nervioso	Spn	no
miro	Spn	no
para	Spn	no
afuera	Spn	no
a	Spn	no
ver	Spn	no
si	Spn	no
pasaba	Spn	no
algo	Spn	no
,	PUNCT	no
y	Spn	no
en	Spn	no
realidad	Spn	no
se	Spn	no
trataba	Spn	no
de	Spn	no
una	Spn	no
botella	Spn	no
que	Spn	no
estaba	Spn	no
como	Spn	no
al	Spn	no
costado	Spn	no
en	Spn	no
un	Spn	no
estante	Spn	no
y	Spn	no
la	Spn	no
trajeron	Spn	no
a	Spn	no
la	Spn	no
mesa	Spn	no
de	Spn	no
cata	Spn	no
.	PUNCT	no
Era	Spn	no
el	Spn	no
Corte	Spn	no
G	Spn	no
2011	NUM	no
,	PUNCT	no
hecho	Spn	no
para	Spn	no
la	Spn	no
cadena	Spn	no
inglesa	Spn	no
de	Spn	no
restaurantes	Spn	no
conocida	Spn	no
como	Spn	no
el	Spn	no
Gaucho	Eng-NE	no
Grill	Eng-NE	no
.	PUNCT	no
Este	Spn	no
vino	Spn	no
,	PUNCT	no
en	Spn	no
un	Spn	no
descuido	Spn	no
fue	Spn	no
puesto	Spn	no
a	Spn	no
consideración	Spn	no
de	Spn	no
Neil	Eng-NE	no
Martin	Eng-NE	no
,	PUNCT	no
el	Spn	no
puntuador	Spn	no
de	Spn	no
Parker	Eng-NE	no
inglés	Spn	no
,	PUNCT	no
y	Spn	no
como	Spn	no
quien	Spn	no
no	Spn	no
quiere	Spn	no
la	Spn	no
cosa	Spn	no
,	PUNCT	no
se	Spn	no
alzó	Spn	no
con	Spn	no
94	NUM	no
puntos	Spn	no
.	PUNCT	no
El	Spn	no
corte	Spn	no
fue	Spn	no
hecho	Spn	no
antes	Spn	no
de	Spn	no
que	Spn	no
tocara	Spn	no
la	Spn	no
madera	Spn	no
con	Spn	no
50	NUM	no
%	PUNCT	no
Malbec	Spn	no
+	PUNCT	no
30	NUM	no
%	PUNCT	no
Cabernet	Spn	no
Sauvignon	Spn	no
+	PUNCT	no
15	NUM	no
%	PUNCT	no
Syrah	Spn	no
y	Spn	no
5	NUM	no
%	PUNCT	no
de	Spn	no
Petit	Spn	no
Verdot	Spn	no
.	PUNCT	no
Hecho	Spn	no
el	Spn	no
assemblage	Eng-UnadaptedAng	yes
,	PUNCT	no
ahí	Spn	no
sí	Spn	no
,	PUNCT	no
pusieron	Spn	no
todo	Spn	no
junto	Spn	no
en	Spn	no
barrica	Spn	no
.	PUNCT	no
Si	Spn	no
viviera	Spn	no
el	Spn	no
Padre	Spn	no
Oreglia	Spn	no
.	PUNCT	no
¡	PUNCT	no
se	Spn	no
hubiera	Spn	no
muerto	Spn	no
nuevamente	Spn	no
!	PUNCT	no
Seguimos	Spn	no
con	Spn	no
los	Spn	no
fuori	Spn	no
serie	Spn	no
y	Spn	no
apareció	Spn	no
el	Spn	no
Corte	Spn	no
Aniversario	Spn	no
20	NUM	no
años	Spn	no
2011	NUM	no
.	PUNCT	no
Con	Spn	no
60	NUM	no
%	PUNCT	no
Syrah	Spn	no
+	PUNCT	no
40	NUM	no
%	PUNCT	no
Petit	Spn	no
Verdot	Spn	no
.	PUNCT	no
El	Spn	no
criterio	Spn	no
,	PUNCT	no
imaginado	Spn	no
por	Spn	no
Manuel	Spn	no
,	PUNCT	no
fue	Spn	no
usar	Spn	no
cepas	Spn	no
del	Spn	no
primer	Spn	no
y	Spn	no
último	Spn	no
viñedo	Spn	no
.	PUNCT	no
Como	Spn	no
tantos	Spn	no
hallazgos	Spn	no
casi	Spn	no
casuales	Spn	no
,	PUNCT	no
resultó	Spn	no
un	Spn	no
éxito	Spn	no
.	PUNCT	no
Manuel	Spn	no
es	Spn	no
un	Spn	no
florentino	Spn	no
total	Spn	no
.	PUNCT	no
Luce	Spn	no
manso	Spn	no
como	Spn	no
paloma	Spn	no
,	PUNCT	no
pero	Spn	no
es	Spn	no
cauto	Spn	no
como	Spn	no
serpiente	Spn	no
,	PUNCT	no
como	Spn	no
dijera	Spn	no
San	Spn	no
Ignacio	Spn	no
de	Spn	no
Loyola	Spn	no
.	PUNCT	no
Así	Spn	no
que	Spn	no
sacó	Spn	no
un	Spn	no
vino	Spn	no
Finca	Spn	no
a	Spn	no
secas	Spn	no
,	PUNCT	no
para	Spn	no
recordarle	Spn	no
al	Spn	no
mercado	Spn	no
que	Spn	no
fue	Spn	no
el	Spn	no
primero	Spn	no
en	Spn	no
usar	Spn	no
esta	Spn	no
palabra	Spn	no
en	Spn	no
una	Spn	no
etiqueta	Spn	no
